"","des","x","y","MLBCODE","pitcher","type","team","inning","date","gameday_link","LASTNAME","FIRSTNAME","PLAYERID","DAVENPORTCODE","RETROSHEETCODE","batter_name","year"
"178","Groundout",160.988609813084,151.728971962617,592696,593679,"O","H",7,2019-03-28,"gid_2019_04_26_balmlb_minmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"179","Groundout",160.99,171.59,596146,664285,"O","H",8,2019-03-28,"gid_2019_04_29_houmlb_minmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2019"
"180","Groundout",161.12,131.39,592696,592741,"O","A",8,2018-04-05,"gid_2018_04_24_minmlb_nyamlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2018"
"181","Groundout",161.58,150.12,592696,471911,"O","H",6,2018-04-05,"gid_2018_04_18_clemlb_minmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2018"
"182","Groundout",162.65,150.19,596146,282332,"O","A",3,2018-04-05,"gid_2018_04_24_minmlb_nyamlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2018"
"183","Groundout",170.12,140.16,592696,502042,"O","A",7,2018-04-05,"gid_2018_04_20_minmlb_tbamlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2018"
"184","Groundout",176.87,152.22,592696,605164,"O","A",6,2018-04-05,"gid_2018_03_29_minmlb_balmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2018"
"185","Home Run",35.1108977809636,87.5221957473525,592696,489119,"H","A",1,2019-03-28,"gid_2019_04_23_minmlb_houmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"186","Home Run",121.39925562025,25.0461580026165,592696,502171,"H","H",1,2019-03-28,"gid_2019_04_26_balmlb_minmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"187","Home Run",129.553454042916,30.6875254518948,592696,502171,"H","A",3,2019-03-28,"gid_2019_04_19_minmlb_balmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"188","Home Run",129.553454042916,30.6875254518948,592696,502171,"H","A",3,2019-03-28,"gid_2019_04_20_minmlb_balmlb_2","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"189","Home Run",173.919148132401,32.8853332923723,596146,621107,"H","A",1,2019-03-28,"gid_2019_04_07_minmlb_phimlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2019"
"190","Home Run",176.088553258656,38.7836576296713,596146,605164,"H","H",1,2019-03-28,"gid_2019_04_28_balmlb_minmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2019"
"191","Home Run",183.258823605538,51.9773771085798,592696,594798,"H","A",3,2019-03-28,"gid_2019_04_09_minmlb_nynmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"192","Home Run",184.178792522227,43.083917805134,592696,596057,"H","H",7,2019-03-28,"gid_2019_04_14_detmlb_minmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"193","Home Run",184.30147774421,29.8714486522401,592696,592717,"H","H",6,2019-03-28,"gid_2019_04_16_tormlb_minmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"194","Home Run",189.392713494686,37.6804784757879,592696,641835,"H","H",8,2019-03-28,"gid_2019_04_18_tormlb_minmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"195","Home Run",192.11,44.02,596146,488768,"H","A",4,2018-04-05,"gid_2018_03_31_minmlb_balmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2018"
"196","Home Run",200.68,65.9,592696,628452,"H","H",9,2018-04-05,"gid_2018_04_27_cinmlb_minmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2018"
"197","Home Run",201.47,34.68,596146,453562,"H","A",3,2019-03-28,"gid_2019_04_06_minmlb_phimlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2019"
"198","Home Run",202.026445637141,31.063852794524,596146,642231,"H","H",8,2019-03-28,"gid_2019_04_27_balmlb_minmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2019"
"199","Home Run",207.196081649868,41.97758829916,592696,573185,"H","A",2,2019-03-28,"gid_2019_04_20_minmlb_balmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"200","Home Run",210.07,64.56,592696,489265,"H","A",8,2018-04-05,"gid_2018_04_20_minmlb_tbamlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2018"
"201","Home Run",210.823341202783,69.9602385685885,596146,601713,"H","A",3,2019-03-28,"gid_2019_04_05_minmlb_phimlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2019"
"202","Home Run",212.82,73.88,592696,543883,"H","H",8,2018-04-05,"gid_2018_04_05_seamlb_minmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2018"
"203","Home Run",213.323942615577,65.7974757963848,596146,656945,"H","H",7,2019-03-28,"gid_2019_04_27_balmlb_minmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2019"
"204","Home Run",220.673462239733,68.0372866649882,592696,453329,"H","H",2,2019-03-28,"gid_2019_04_18_tormlb_minmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"205","Home Run",232.63,72.05,596146,502748,"H","H",9,2018-04-05,"gid_2018_04_11_houmlb_minmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2018"
"206","Home Run",236.74,83.45,596146,642232,"H","A",9,2018-04-05,"gid_2018_04_20_minmlb_tbamlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2018"
"207","Home Run",238.93,83.88,596146,621121,"H","H",4,2018-04-05,"gid_2018_04_11_houmlb_minmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2018"
"208","Home Run",242.656934043221,94.4358701024314,592696,573185,"H","A",5,2019-03-28,"gid_2019_04_20_minmlb_balmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"209","Home Run",243.05,84.94,592696,622554,"H","A",9,2019-03-28,"gid_2019_04_06_minmlb_phimlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"210","Home Run",243.156370312775,52.8672588322807,596146,502171,"H","H",4,2019-03-28,"gid_2019_04_26_balmlb_minmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2019"
"211","Lineout",44.01,94.69,592696,641816,"O","H",4,2018-04-05,"gid_2018_04_29_cinmlb_minmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2018"
"212","Lineout",46.82,83.93,592696,592717,"O","H",1,2018-04-05,"gid_2018_04_30_tormlb_minmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2018"
"213","Lineout",61.27,69.97,596146,467100,"O","A",2,2018-04-05,"gid_2018_04_04_minmlb_pitmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2018"
"214","Lineout",62.5,90.93,592696,592717,"O","H",3,2018-04-05,"gid_2018_04_30_tormlb_minmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2018"
"215","Lineout",72.69,92.86,596146,572020,"O","H",4,2018-04-05,"gid_2018_04_05_seamlb_minmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2018"
"216","Lineout",76.9780003355069,86.5958606952612,596146,453329,"O","H",1,2019-03-28,"gid_2019_04_18_tormlb_minmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2019"
"217","Lineout",90.46,47.89,596146,592717,"O","H",5,2018-04-05,"gid_2018_04_30_tormlb_minmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2018"
"218","Lineout",98.6539070695877,74.4540755394532,596146,643316,"O","H",5,2019-03-28,"gid_2019_04_27_balmlb_minmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2019"
"219","Lineout",108.85,166.05,592696,663423,"O","H",5,2019-03-28,"gid_2019_04_17_tormlb_minmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"220","Lineout",116.10894484949,48.476042747819,596146,502171,"O","H",2,2019-03-28,"gid_2019_04_26_balmlb_minmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2019"
"221","Lineout",125.69,58.08,596146,608337,"O","H",6,2018-04-05,"gid_2018_04_12_chamlb_minmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2018"
"222","Lineout",126.070884953691,64.1475881420146,596146,601713,"O","A",1,2019-03-28,"gid_2019_04_05_minmlb_phimlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2019"
"223","Lineout",136.845658727718,33.6646687790201,592696,573185,"O","H",2,2019-03-28,"gid_2019_04_27_balmlb_minmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"224","Lineout",136.98,40.31,596146,543243,"O","A",5,2018-04-05,"gid_2018_04_25_minmlb_nyamlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2018"
"225","Lineout",143.3,78.67,592696,623465,"O","A",7,2019-03-28,"gid_2019_04_21_minmlb_balmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"226","Lineout",145.89,151.67,592696,446372,"O","H",6,2018-04-05,"gid_2018_04_17_clemlb_minmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2018"
"227","Lineout",147.3,144.86,596146,594992,"O","H",3,2018-04-05,"gid_2018_04_27_cinmlb_minmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2018"
"228","Lineout",157.06,167.46,596146,592789,"O","A",6,2019-03-28,"gid_2019_04_10_minmlb_nynmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2019"
"229","Lineout",159.74,163.09,596146,592169,"O","H",6,2018-04-05,"gid_2018_04_28_cinmlb_minmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2018"
"230","Lineout",170.96,76.77,592696,543243,"O","A",3,2018-04-05,"gid_2018_04_25_minmlb_nyamlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2018"
"231","Lineout",178.6,96.55,596146,446372,"O","H",2,2018-04-05,"gid_2018_04_17_clemlb_minmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2018"
"232","Lineout",192.26,82.51,592696,607192,"O","A",9,2018-04-05,"gid_2018_04_04_minmlb_pitmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2018"
"233","Lineout",200.956226070476,81.4278084482569,592696,573185,"O","H",4,2019-03-28,"gid_2019_04_27_balmlb_minmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"234","Lineout",203.78,92.04,596146,501625,"O","A",9,2019-03-28,"gid_2019_04_06_minmlb_phimlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2019"
